outcome_OutcomeID,outcome_StudyID,outcomeType,outcomeSpecific,icdCodes,prinicpalDiagnosis,outcomeDefinition,Statistical distribution,measureType,outcomeComment,study_StudyID,reviewer,dateExtracted,title,authors,publicationYear,author,studyDesign,country,region,setting,startDate,endDate,studyLength,recruitment,samplingUnit,numberOfSamplingUnits,dataCollection,ageRange,retentionRate,inclusionCriteria,Bias in Sampling frame,Standard endpoints,Confounder,Reliability,Sufficient information,qualityComment,subgroup_StudyID,subgroup_OutcomeID,SubgroupID,subgroupType,subgroupDescription,sampleSize,personYears,populationDenominator,caseCount,measureScale,estimate,lci,uci,uciEstimate,Is confidence 95%,gasCases,gasControls,gasMethod,attributableFraction,subgroupComment,weighting
57,51,Invasive and toxin-mediated GAS disease,Bacteraemia,no,Not stated,invasive GAS isolate cultured from a previously sterile site,poisson,rate,"c ase fatality rate also given, and rate of postpartu, infection 
(puerperal sepsis?), hospitalization rates and vaccine preventable fraction",51,Padraig,26-May-15,"Invasive group A streptococcal infection and vaccine implications, Auckland, New Zealand","Safar A, Lennon D, Stewart J, Trenholme A, Drinkovic D, Peat B, Taylor S, Read K, Roberts S, Voss L",2011,"Safar et al., 2011",prospective cohort,New Zealand,Auckland,public hospital admission,1/01/2005,31/12/2006,2 years,laboratory surveillance,,,,,,"resided in metropolitan Auckland, GAS isolate cultured from a previously sterile body cavity",No,Yes,Yes,Yes,Yes,wide coverage for specified target pop,51,57,114,Ethnicity, Maori and pacific Islander population incidence invasive GAS Auckland 2005-2006,225,-9,-9,139,"per 100,000",20.4,-9,-9,20.4,TRUE,0,0,,0,,5
57,51,Invasive and toxin-mediated GAS disease,Bacteraemia,no,Not stated,invasive GAS isolate cultured from a previously sterile site,poisson,rate,"c ase fatality rate also given, and rate of postpartu, infection 
(puerperal sepsis?), hospitalization rates and vaccine preventable fraction",51,Padraig,26-May-15,"Invasive group A streptococcal infection and vaccine implications, Auckland, New Zealand","Safar A, Lennon D, Stewart J, Trenholme A, Drinkovic D, Peat B, Taylor S, Read K, Roberts S, Voss L",2011,"Safar et al., 2011",prospective cohort,New Zealand,Auckland,public hospital admission,1/01/2005,31/12/2006,2 years,laboratory surveillance,,,,,,"resided in metropolitan Auckland, GAS isolate cultured from a previously sterile body cavity",No,Yes,Yes,Yes,Yes,wide coverage for specified target pop,51,57,115,Age,<15 YEARS all ethinicities population incidence invasive GAS Auckland 2005-2006,225,-9,-9,36,"per 100,000",6.1,-9,-9,6.1,TRUE,0,0,,0,other age and ethnicity breakdowns also available,5
58,52,Invasive and toxin-mediated GAS disease,Bacteraemia,no,Not stated,"invasive GAS disease, isolates from blood or sterile sties",not stated,rate,,52,Padraig,26-May-15,Invasive group A streptococcal disease in North Queensland 1996 - 2001,"Norton R, Smith HV, Wood N, Siegbrecht E, Ross A, Ketheesan",2004,"Norton et al., 2004",prospective cohort,Australia,North Queensland,hospital,1996,2001,,not stated,GAS isolates,109,clinicla and demographic,median(range): 39(0-88) years,,,Unclear,Yes,No,Yes,No,,52,58,116,Ethnicity,Aboriginal or Torres Straight Islander crude incidence rate,109,-9,-9,33,"per 100,000 per year",82.5,-9,-9,82.5,TRUE,0,0,,0,,5
58,52,Invasive and toxin-mediated GAS disease,Bacteraemia,no,Not stated,"invasive GAS disease, isolates from blood or sterile sties",not stated,rate,,52,Padraig,26-May-15,Invasive group A streptococcal disease in North Queensland 1996 - 2001,"Norton R, Smith HV, Wood N, Siegbrecht E, Ross A, Ketheesan",2004,"Norton et al., 2004",prospective cohort,Australia,North Queensland,hospital,1996,2001,,not stated,GAS isolates,109,clinicla and demographic,median(range): 39(0-88) years,,,Unclear,Yes,No,Yes,No,,52,58,117,Ethnicity,non-indigenous crude incidence rate,109,-9,-9,76,"per 100,000 per year",10.13,-9,-9,10.13,TRUE,0,0,,0,,5
59,52,Invasive and toxin-mediated GAS disease,STSS,no,Not stated,standard criteria. Working Group published (JAMA 1993),not stated,proportion,,52,Padraig,26-May-15,Invasive group A streptococcal disease in North Queensland 1996 - 2001,"Norton R, Smith HV, Wood N, Siegbrecht E, Ross A, Ketheesan",2004,"Norton et al., 2004",prospective cohort,Australia,North Queensland,hospital,1996,2001,,not stated,GAS isolates,109,clinicla and demographic,median(range): 39(0-88) years,,,Unclear,Yes,No,Yes,No,,52,59,118,Ethnicity,Indigenous proportion of STSS of invasive GAS isolates,33,-9,-9,3,%,9,-9,-9,9,TRUE,0,0,,0,,5
59,52,Invasive and toxin-mediated GAS disease,STSS,no,Not stated,standard criteria. Working Group published (JAMA 1993),not stated,proportion,,52,Padraig,26-May-15,Invasive group A streptococcal disease in North Queensland 1996 - 2001,"Norton R, Smith HV, Wood N, Siegbrecht E, Ross A, Ketheesan",2004,"Norton et al., 2004",prospective cohort,Australia,North Queensland,hospital,1996,2001,,not stated,GAS isolates,109,clinicla and demographic,median(range): 39(0-88) years,,,Unclear,Yes,No,Yes,No,,52,59,119,Ethnicity,non-indigenous proportion of STSS in invasive GAS isolates,76,-9,-9,15,%,20,-9,-9,20,TRUE,0,0,,0,,5
60,53,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,no,Not stated,NF defined by necrosis of subcut. tissue,not stated,rate,,53,Padraig,27-May-15,streptococcal necrotising fasciitis from diverse strains of Streptococcus pyogenes in a tropical northen Australia,"Hassell M, Fagan P, Carson P, Currie BJ",2004,"Hassell et al., 2004",prospective cohort,Australia,Top end,hospital,May 1994,April 2001,7 years,admission,patients,14,chart review,male 27-61 female 27-59,,GAS cultured from a sterile site,No,Yes,Yes,Yes,Yes,"small numbers, no estiamtes of error",53,60,120,Total,maximum yearly incidence,14,-9,-9,14,"per 100,000",3.8,-9,-9,3.8,TRUE,0,0,,0,STSS occurred in 9 patients. Case fatality rate approx 29% presented in paper,5
62,12,Invasive and toxin-mediated GAS disease,STSS,-9,Not stated,defined according to working paper (JAMA 1993),na,proportion,,12,Padraig,05-May-15,Changes in the clinical and epidemiological features of group A streptococcal bacteraemia in Aiustralia's Northern Territory,"Gear RJ, Carter JC, Carapetis JR, Baird R, Davis JS",2015,"Gear et al., 2015",retrospective cohort,Australia,Top End,"hospital, laboratory",1998,2009,12 years,,GAS blood culture isolates,295,"routinely collected hospital data, RDH microbiology database",mean(SD): 42.1 (22.0),-9,,No,Yes,Yes,Unclear,Yes,"selection bias risk low for the aim, all hospitals in region. Justify because of severirty of bacteraemia likely cases will be hospitalised and blood sampled.
Justify decision to use this population (high risk)
measurement of microbiological confirmatio",12,62,121,Total,"proportion of GAS bacteraemia  patients with STSS, RDH only 2005-2009",123,-9,-9,20,%,16.3,-9,-9,16.3,TRUE,0,0,,0,,5
63,12,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,-9,Not stated,not defined,na,proportion,,12,Padraig,05-May-15,Changes in the clinical and epidemiological features of group A streptococcal bacteraemia in Aiustralia's Northern Territory,"Gear RJ, Carter JC, Carapetis JR, Baird R, Davis JS",2015,"Gear et al., 2015",retrospective cohort,Australia,Top End,"hospital, laboratory",1998,2009,12 years,,GAS blood culture isolates,295,"routinely collected hospital data, RDH microbiology database",mean(SD): 42.1 (22.0),-9,,No,Yes,Yes,Unclear,Yes,"selection bias risk low for the aim, all hospitals in region. Justify because of severirty of bacteraemia likely cases will be hospitalised and blood sampled.
Justify decision to use this population (high risk)
measurement of microbiological confirmatio",12,63,122,Total,proportion of cases with Necrotizing Fasciitis from GAS bacteraemias identifed from RDH only 2005-2009,123,-9,-9,3,%,2.5,-9,-9,2.5,TRUE,0,0,,0,,5
64,49,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,ICD10,Any diagnosis,clinical presentation of necrotising fasciitis with evidence of GAS infection,not given,prevalence,,49,Padraig,25-May-15,"The epidemiology of invasive group A streptococcal disease in Victoria, Australia\","O'Grady K-AF, Kelpie L, Andrews RM, Curtis N, Nolan TM, Selvaraj G, Passmore JW, Oppedisano F, Carnie JA, Carapetis JR",2007,"O'Grady et al., 2007",prospective cohort,Australia,Victoria,"hospital, GP, laboratory",1/03/2002,31/08/2004,30 months,active and passive surveillance,confirmed cases,333,"treating physician, medical record review",mean(95%CI): 45.8(42.6-49.0),,"isolation ofo GAS from a sterile site, clinicnal presentation of nec. Fac. With GAS infection evidence, clinicla presentation of pharyngeal abscess",No,Yes,Yes,Unclear,Yes,"active case finding, lots of sources",49,64,123,Total,"Necrotising fasciitis diagnosis in people with confirmed invasive GAS infection Victoria, 2002-2004",276,-9,-9,30,%,10.9,-9,-9,10.9,TRUE,0,0,,0,age strata also given,5
65,49,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,ICD10,Any diagnosis,clinical presentation of necrotising fasciitis with evidence of GAS infection,not given,case-fatality rate,,49,Padraig,25-May-15,"The epidemiology of invasive group A streptococcal disease in Victoria, Australia\","O'Grady K-AF, Kelpie L, Andrews RM, Curtis N, Nolan TM, Selvaraj G, Passmore JW, Oppedisano F, Carnie JA, Carapetis JR",2007,"O'Grady et al., 2007",prospective cohort,Australia,Victoria,"hospital, GP, laboratory",1/03/2002,31/08/2004,30 months,active and passive surveillance,confirmed cases,333,"treating physician, medical record review",mean(95%CI): 45.8(42.6-49.0),,"isolation ofo GAS from a sterile site, clinicnal presentation of nec. Fac. With GAS infection evidence, clinicla presentation of pharyngeal abscess",No,Yes,Yes,Unclear,Yes,"active case finding, lots of sources",49,65,124,Total,case-fatality proportion of necrotising fasciitis dignosed cases of confirmed invasive GAS infection,30,-9,-9,5,%,17,-9,-9,17,TRUE,0,0,,0,,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,125,Total,"average adjusted annual incidence rate of NF 1990-2006, New Zealand",-9,-9,3689364,812,"per 100,000",1.39,-9,-9,1.39,TRUE,0,0,,0,adjusted rate calculated by mulitplying observed rate by PPV of coding/sensitivity of discharge data,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,126,Sex,"FEMALE average adjusted annual incidence rate of NF 1990-2006, New Zealand",812,-9,1882203,370,"per 100,000",1.22,-9,-9,1.22,TRUE,0,0,,0,,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,127,Sex,"MALE average adjusted annual incidence rate of NF 1990-2006, New Zealand",812,-9,1807161,442,"per 100,000",1.57,-9,-9,1.57,TRUE,0,0,,0,,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,128,Ethnicity,"EUROPEAN average adjusted annual incidence rate of NF 1990-2006, New Zealand",812,-9,2537443,489,"per 100,000",1.2,-9,-9,1.2,TRUE,0,0,,0,,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,129,Ethnicity," MAORI average adjusted annual incidence rate of NF 1990-2006, New Zealand",812,-9,512457,182,"per 100,000",2.28,-9,-9,2.28,TRUE,0,0,,0,,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,130,Ethnicity,"PACIFIC average adjusted annual incidence rate of NF 1990-2006, New Zealand",812,-9,193325,85,"per 100,000",2.85,-9,-9,2.85,TRUE,0,0,,0,,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,131,Age,"0 - 9 YEARS average adjusted annual incidence rate of NF 1990-2006, New Zealand",812,-9,553697,27,"per 100,000",0.24,-9,-9,0.24,TRUE,0,0,,0,,5
66,55,Invasive and toxin-mediated GAS disease,Necrotizing fasciitis,"ICD9, ICD10",Any diagnosis,"Hospital admissions coded as Necrotising fasciitis, ICD-10AM",not given,incidence,,55,Padraig,28-May-15,Increasing incidence of necrotizing fasciitis in New Zealand: A nationwide study over the period 1990 to 2006,"Das DK, Baker MG, Venugopal K",2011,"Das et al., 2011",retrospective cohort,New Zealand,National,hospital,1990,2006,approx. 16 years,"hospital discharges, national mortality data",NF hospitalisations,812,clinical records and registry,0-70+,,,No,Yes,Yes,Yes,Yes,minimal bias from sampling,55,66,132,Age,"10 - 19 YEARS average adjusted annual incidence rate of NF 1990-2006, New Zealand",812,-9,557425,29,"per 100,000",0.36,-9,-9,0.36,TRUE,0,0,,0,lots more age groups,5
